natural_query	sql_query	result	from_to_where	after_froM	after_from
How many games did the Miami Heat lose away in the 1996 season?	SELECT COUNT(*) as losses  FROM game  WHERE team_name_away = 'Miami Heat' AND wl_away = 'L' AND season_id = '21996';	9.0	game	game	game
What is the average field goal percentage for the New York Knicks at home?	SELECT AVG(fg_pct_home) as avg_fg_pct  FROM game  WHERE team_name_home = 'New York Knicks';	0.46	game	game	game
How many steals did the Houston Rockets make at home in the 1996 season?	SELECT SUM(stl_home) as total_steals  FROM game  WHERE team_name_home = 'Houston Rockets' AND season_id = '21996';	352.0	game	game	game
What is the highest plus-minus score for the Phoenix Suns at home?	SELECT MAX(plus_minus_home) as max_plus_minus  FROM game  WHERE team_name_home = 'Phoenix Suns';	55.0	game	game	game
How many games did the Cleveland Cavaliers play at home in 1996?	SELECT COUNT(*) as home_games  FROM game  WHERE team_name_home = 'Cleveland Cavaliers' AND season_id = '21996';	41.0	game	game	game
How many blocks did the Portland Trail Blazers make at home in 1996?	SELECT SUM(blk_home) as total_blocks  FROM game  WHERE team_name_home = 'Portland Trail Blazers' AND season_id = '21996';	188.0	game	game	game
What is the total number of rebounds by the Milwaukee Bucks at home?	SELECT SUM(reb_home) as total_rebounds  FROM game  WHERE team_name_home = 'Milwaukee Bucks';	76050.0	game	game	game
What is the lowest points scored by the Detroit Pistons at home?	SELECT MIN(pts_home) as min_points  FROM game  WHERE team_name_home = 'Detroit Pistons';	64.0	game	game	game
How many games did the Atlanta Hawks win away in 1996?	SELECT COUNT(*) as away_wins  FROM game  WHERE team_name_away = 'Atlanta Hawks' AND wl_away = 'W' AND season_id = '21996';	20.0	game	game	game
What is the total points scored by the Sacramento Kings away?	SELECT SUM(pts_away) as total_points  FROM game  WHERE team_name_away = 'Sacramento Kings';	159071.0	game	game	game
How many turnovers did the Utah Jazz have at home in 1996?	SELECT SUM(tov_home) as total_turnovers  FROM game  WHERE team_name_home = 'Utah Jazz' AND season_id = '21996';	633.0	game	game	game
What is the highest points scored by the Golden State Warriors away?	SELECT MAX(pts_away) as max_points  FROM game  WHERE team_name_away = 'Golden State Warriors';	162.0	game	game	game
How many games did the Philadelphia 76ers lose at home in 1996?	SELECT COUNT(*) as home_losses  FROM game  WHERE team_name_home = 'Philadelphia 76ers' AND wl_home = 'L' AND season_id = '21996';	30.0	game	game	game
What is the total free throws made by the Indiana Pacers at home?	SELECT SUM(ftm_home) as total_ftm  FROM game  WHERE team_name_home = 'Indiana Pacers';	39545.0	game	game	game
How many assists did the Charlotte Hornets have away in 1996?	SELECT SUM(ast_away) as total_assists  FROM game  WHERE team_name_away = 'Charlotte Hornets' AND season_id = '21996';	880.0	game	game	game
What is the average points scored by the Washington Wizards at home?	SELECT AVG(pts_home) as avg_points  FROM game  WHERE team_name_home = 'Washington Wizards';	102.91	game	game	game
How many games did the San Antonio Spurs win at home in 1996?	SELECT COUNT(*) as home_wins  FROM game  WHERE team_name_home = 'San Antonio Spurs' AND wl_home = 'W' AND season_id = '21996';	12.0	game	game	game
What is the total points in the paint by the Los Angeles Clippers at home?	SELECT SUM(pts_paint_home) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_home = 'LAC';	40334.0	other_stats	other_stats	other_stats
How many lead changes occurred in games where the Denver Nuggets played at home?	SELECT SUM(lead_changes) as total_lead_changes  FROM other_stats  WHERE team_abbreviation_home = 'DEN';	6168.0	other_stats	other_stats	other_stats
What is the largest lead the Minnesota Timberwolves had at home?	SELECT MAX(largest_lead_home) as max_lead  FROM other_stats  WHERE team_abbreviation_home = 'MIN';	48.0	other_stats	other_stats	other_stats
How many fast break points did the Orlando Magic score away?	SELECT SUM(pts_fb_away) as total_fb_points  FROM other_stats  WHERE team_abbreviation_away = 'ORL';	11743.0	other_stats	other_stats	other_stats
What is the total second chance points by the Toronto Raptors at home?	SELECT SUM(pts_2nd_chance_home) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_home = 'TOR';	12057.0	other_stats	other_stats	other_stats
What's the average number of three-pointers made by the Golden State Warriors in home games during the 2016 season?	SELECT AVG(fg3m_home)  FROM game  WHERE team_name_home = 'Golden State Warriors'  AND season_id = '22016';	12.76	game	game	game
How many steals did the Dallas Mavericks have at home in 1996?	SELECT SUM(stl_home) as total_steals  FROM game  WHERE team_name_home = 'Dallas Mavericks' AND season_id = '21996';	322.0	game	game	game
What is the total rebounds by the Brooklyn Nets away?	SELECT SUM(reb_away) as total_rebounds  FROM game  WHERE team_name_away = 'Brooklyn Nets';	19103.0	game	game	game
How many blocks did the New Orleans Pelicans make at home?	SELECT SUM(blk_home) as total_blocks  FROM game  WHERE team_name_home = 'New Orleans Pelicans';	2368.0	game	game	game
What is the lowest plus-minus score for the Los Angeles Lakers at home?	SELECT MIN(plus_minus_home) as min_plus_minus  FROM game  WHERE team_name_home = 'Los Angeles Lakers';	-48.0	game	game	game
How many games did the Golden State Warriors lose away in 1996?	SELECT COUNT(*) as away_losses  FROM game  WHERE team_name_away = 'Golden State Warriors' AND wl_away = 'L' AND season_id = '21996';	29.0	game	game	game
What is the total points scored by the Cleveland Cavaliers at home?	SELECT SUM(pts_home) as total_points  FROM game  WHERE team_name_home = 'Cleveland Cavaliers';	220683.0	game	game	game
How many assists did the Phoenix Suns have at home in 1996?	SELECT SUM(ast_home) as total_assists  FROM game  WHERE team_name_home = 'Phoenix Suns' AND season_id = '21996';	1096.0	game	game	game
What is the average free throw percentage for the Miami Heat away?	SELECT AVG(ft_pct_away) as avg_ft_pct  FROM game  WHERE team_name_away = 'Miami Heat';	0.74	game	game	game
How many games did the Chicago Bulls win at home in 1996?	SELECT COUNT(*) as home_wins  FROM game  WHERE team_name_home = 'Chicago Bulls' AND wl_home = 'W' AND season_id = '21996';	39.0	game	game	game
What is the total points off turnovers by the Atlanta Hawks at home?	SELECT SUM(pts_off_to_home) as total_pts_off_to  FROM other_stats  WHERE team_abbreviation_home = 'ATL';	13503.0	other_stats	other_stats	other_stats
How many times were games tied when the Boston Celtics played at home?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_home = 'BOS';	5156.0	other_stats	other_stats	other_stats
What is the highest fast break points by the Houston Rockets at home?	SELECT MAX(pts_fb_home) as max_fb_points  FROM other_stats  WHERE team_abbreviation_home = 'HOU';	37.0	other_stats	other_stats	other_stats
How many team turnovers did the New York Knicks have at home?	SELECT SUM(team_turnovers_home) as total_team_turnovers  FROM other_stats  WHERE team_abbreviation_home = 'NYK';	550.0	other_stats	other_stats	other_stats
What is the total points in the paint by the Philadelphia 76ers away?	SELECT SUM(pts_paint_away) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_away = 'PHI';	41004.0	other_stats	other_stats	other_stats
How many games did the Los Angeles Clippers play at home in 1996?	SELECT COUNT(*) as home_games  FROM game  WHERE team_name_home = 'Los Angeles Clippers' AND season_id = '21996';	41.0	game	game	game
What is the lowest points scored by the San Antonio Spurs at home?	SELECT MIN(pts_home) as min_points  FROM game  WHERE team_name_home = 'San Antonio Spurs';	64.0	game	game	game
How many steals did the Milwaukee Bucks make away in 1996?	SELECT SUM(stl_away) as total_steals  FROM game  WHERE team_name_away = 'Milwaukee Bucks' AND season_id = '21996';	295.0	game	game	game
What is the highest plus-minus score for the Indiana Pacers at home?	SELECT MAX(plus_minus_home) as max_plus_minus  FROM game  WHERE team_name_home = 'Indiana Pacers';	65.0	game	game	game
How many games did the Charlotte Hornets lose at home in 1996?	SELECT COUNT(*) as home_losses  FROM game  WHERE team_name_home = 'Charlotte Hornets' AND wl_home = 'L' AND season_id = '21996';	11.0	game	game	game
What is the average points scored by the Toronto Raptors away?	SELECT AVG(pts_away) as avg_points  FROM game  WHERE team_name_away = 'Toronto Raptors';	99.61	game	game	game
How many games did the Sacramento Kings win away in 1996?	SELECT COUNT(*) as away_wins  FROM game WHERE team_name_away = 'Sacramento Kings' AND wl_away = 'W' AND season_id = '21996';	12.0	game	game	game
What is the largest lead the Phoenix Suns had at home?	SELECT MAX(largest_lead_home) as max_lead  FROM other_stats  WHERE team_abbreviation_home = 'PHX';	52.0	other_stats	other_stats	other_stats
How many fast break points did the Atlanta Hawks score at home?	SELECT SUM(pts_fb_home) as total_fb_points  FROM other_stats  WHERE team_abbreviation_home = 'ATL';	12063.0	other_stats	other_stats	other_stats
What is the total second chance points by the Boston Celtics away?	SELECT SUM(pts_2nd_chance_away) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_away = 'BOS';	11426.0	other_stats	other_stats	other_stats
How many games did the Chicago Bulls play away in 1996?	SELECT COUNT(*) as away_games  FROM game  WHERE team_name_away = 'Chicago Bulls' AND season_id = '21996';	41.0	game	game	game
What is the highest points scored by the Los Angeles Lakers away?	SELECT MAX(pts_away) as max_points  FROM game  WHERE team_name_away = 'Los Angeles Lakers';	153.0	game	game	game
What is the lowest plus-minus score for the New York Knicks at home?	SELECT MIN(plus_minus_home) as min_plus_minus  FROM game  WHERE team_name_home = 'New York Knicks';	-50.0	game	game	game
How many games did the Portland Trail Blazers win away in 1996?	SELECT COUNT(*) as away_wins  FROM game  WHERE team_name_away = 'Portland Trail Blazers' AND wl_away = 'W' AND season_id = '21996';	20.0	game	game	game
What is the average points scored by the San Antonio Spurs away?	SELECT AVG(pts_away) as avg_points  FROM game  WHERE team_name_away = 'San Antonio Spurs';	102.35	game	game	game
How many games did the Utah Jazz lose at home in 1996?	SELECT COUNT(*) as home_losses  FROM game  WHERE team_name_home = 'Utah Jazz' AND wl_home = 'L' AND season_id = '21996';	3.0	game	game	game
What is the total points in the paint by the Denver Nuggets at home?	SELECT SUM(pts_paint_home) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_home = 'DEN';	44784.0	other_stats	other_stats	other_stats
How many times were games tied when the Indiana Pacers played at home?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_home = 'IND';	4805.0	other_stats	other_stats	other_stats
"What is the total second chance points by the Miami Heat at home?"""	SELECT SUM(pts_2nd_chance_home) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_home = 'MIA';	11670.0	other_stats	other_stats	other_stats
How many games did the Cleveland Cavaliers play away in 1996?	SELECT COUNT(*) as away_games  FROM game  WHERE team_name_away = 'Cleveland Cavaliers' AND season_id = '21996';	41.0	game	game	game
What is the highest points scored by the Atlanta Hawks at home?	SELECT MAX(pts_home) as max_points  FROM game  WHERE team_name_home = 'Atlanta Hawks';	161.0	game	game	game
What is the average points scored by the Los Angeles Lakers at home when they won in the 1996 season?	SELECT AVG(pts_home) as avg_points  FROM game  WHERE team_name_home = 'Los Angeles Lakers' AND wl_home = 'W' AND season_id = '21996';	103.58	game	game	game
How many games did the Boston Celtics win at home with more than 15 assists in 1996?	SELECT COUNT(*) as wins  FROM game  WHERE team_name_home = 'Boston Celtics' AND wl_home = 'W' AND ast_home > 15 AND season_id = '21996';	11.0	game	game	game
How many times did the Houston Rockets win at home with a plus-minus greater than 10 in 1996?	SELECT COUNT(*) as wins  FROM game  WHERE team_name_home = 'Houston Rockets' AND wl_home = 'W' AND plus_minus_home > 10 AND season_id = '21996';	11.0	game	game	game
What is the total points scored by the Detroit Pistons at home when they had more than 10 steals?	SELECT SUM(pts_home) as total_points  FROM game  WHERE team_name_home = 'Detroit Pistons' AND stl_home > 10;	22493.0	game	game	game
What is the total number of points scored by the Atlanta Hawks at home?	SELECT SUM(pts_home) as total_points  FROM game  WHERE team_name_home = 'Atlanta Hawks';	233546.0	game	game	game
How many games did the Boston Celtics lose at home in the 1996 season?	SELECT COUNT(*) as losses  FROM game  WHERE team_name_home = 'Boston Celtics' AND wl_home = 'L' AND season_id = '21996';	30.0	game	game	game
What is the highest field goals made by the Chicago Bulls at home?	SELECT MAX(fgm_home) as max_fgm  FROM game  WHERE team_name_home = 'Chicago Bulls';	0.67	game	game	game
How many games did the Cleveland Cavaliers lose away in 1996?	SELECT COUNT(*) as away_losses  FROM game  WHERE team_name_away = 'Cleveland Cavaliers' AND wl_away = 'L' AND season_id = '21996';	24.0	game	game	game
What is the total points scored by the Dallas Mavericks away?	SELECT SUM(pts_away) as total_points  FROM game  WHERE team_name_away = 'Dallas Mavericks';	187891.0	game	game	game
How many games did the Denver Nuggets win at home in 1996?	SELECT COUNT(*) as home_wins  FROM game  WHERE team_name_home = 'Denver Nuggets' AND wl_home = 'W' AND season_id = '21996';	12.0	game	game	game
What is the lowest points scored by the Detroit Pistons away?	SELECT MIN(pts_away) as min_points  FROM game  WHERE team_name_away = 'Detroit Pistons';	64.0	game	game	game
How many games did the Indiana Pacers play at home in 1996?	SELECT COUNT(*) as home_games  FROM game  WHERE team_name_home = 'Indiana Pacers' AND season_id = '21996';	41.0	game	game	game
