natural_query	sql_query	result
What is the average number of ast in away games by the San Antonio Spurs?	SELECT AVG(ast_away) FROM game WHERE team_name_away = 'San Antonio Spurs';	22.72059635560464
How many home games did the Miami Heat play in the 2021 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Miami Heat' AND season_id = '22021';	41.0
How many home games did the Boston Celtics play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Boston Celtics' AND season_id = '22019';	36.0
How many home games did the Miami Heat play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Miami Heat' AND season_id = '22020';	36.0
What is the highest combined tov in any game involving the San Antonio Spurs?	SELECT MAX(tov_home + tov_away) FROM game WHERE team_name_home = 'San Antonio Spurs' OR team_name_away = 'San Antonio Spurs';	60.0
How many home games did the San Antonio Spurs Lakers play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'San Antonio Spurs' AND season_id = '22018';	41.0
What is the average number of ast in home games by the Miami Heat?	SELECT AVG(ast_home) FROM game WHERE team_name_home = 'Miami Heat';	21.454368932038836
What is the average number of tov in home games by the San Antonio Spurs?	SELECT AVG(tov_home) FROM game WHERE team_name_home = 'San Antonio Spurs';	14.41725768321513
How many away games did the Miami Heat play in the 2014 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Miami Heat' AND season_id = '22015';	41.0
What is the average number of ft_pct in away games by the Milwaukee Bucks?	SELECT AVG(ft_pct_away) FROM game WHERE team_name_away = 'Milwaukee Bucks';	0.7545688967656173
What is the average number of pts in away games by the Houston Rockets?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'Houston Rockets';	102.85476410730804
What is the average number of pts in away games by the Orlando Magic?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'Orlando Magic';	99.26172148355494
What is the highest combined ast in any game involving the Orlando Magic?	SELECT MAX(ast_home + ast_away) FROM game WHERE team_name_home = 'Orlando Magic' OR team_name_away = 'Orlando Magic';	74.0
What is the average number of pts in home games by the Orlando Magic?	SELECT AVG(pts_home) FROM game WHERE team_name_home = 'Orlando Magic';	102.53608969866852
What is the highest combined ast in any game involving the San Antonio Spurs?	SELECT MAX(ast_home + ast_away) FROM game WHERE team_name_home = 'San Antonio Spurs' OR team_name_away = 'San Antonio Spurs';	88.0
What is the average number of ft_pct in away games by the Boston Celtics?	SELECT AVG(ft_pct_away) FROM game WHERE team_name_away = 'Boston Celtics';	0.7614488017429173
How many home games did the Orlando Magic play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Orlando Magic' AND season_id = '22019';	35.0
What is the highest combined reb in any game involving the Orlando Magic?	SELECT MAX(reb_home + reb_away) FROM game WHERE team_name_home = 'Orlando Magic' OR team_name_away = 'Orlando Magic';	128.0
What is the highest combined tov in any game involving the Los Angeles Lakers?	SELECT MAX(tov_home + tov_away) FROM game WHERE team_name_home = 'Los Angeles Lakers' OR team_name_away = 'Los Angeles Lakers';	66.0
What is the average number of reb in home games by the Portland Trail Blazers?	SELECT AVG(reb_home) FROM game WHERE team_name_home = 'Portland Trail Blazers';	43.965986394557824
In which season did the Portland Trail Blazers have the highest average pts at home?	SELECT season_id, AVG(pts_home) as avg_stat FROM game WHERE team_name_home = 'Portland Trail Blazers' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	21986.0
How many home games did the Portland Trail Blazers play in the 2022 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Portland Trail Blazers' AND season_id = '22022';	41.0
What is the average number of fg_pct in home games by the Los Angeles Lakers?	SELECT AVG(fg_pct_home) FROM game WHERE team_name_home = 'Los Angeles Lakers';	0.4782432016418667
In which season did the Chicago Bulls have the highest average fg_pct at home?	SELECT season_id, AVG(fg_pct_home) as avg_stat FROM game WHERE team_name_home = 'Chicago Bulls' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	12022.0
What is the most points the Los Angeles Lakers have scored at home?	SELECT MAX(pts_home)  FROM game  WHERE team_name_home = 'Los Angeles Lakers';	162.0
How many home games did the Boston Celtics win in the 1946 season?	SELECT COUNT(*) as wins  FROM game  WHERE team_name_home = 'Boston Celtics' AND wl_home = 'W' AND season_id = '21946';	14.0
What is the total number of assists by the Chicago Bulls at home?	SELECT SUM(ast_home) as total_assists  FROM game  WHERE team_name_home = 'Chicago Bulls';	45090.0
How many games did the Miami Heat lose away in the 1996 season?	SELECT COUNT(*) as losses  FROM game  WHERE team_name_away = 'Miami Heat' AND wl_away = 'L' AND season_id = '21996';	9.0
What is the average field goal percentage for the New York Knicks at home?	SELECT AVG(fg_pct_home) as avg_fg_pct  FROM game  WHERE team_name_home = 'New York Knicks';	0.46
How many steals did the Houston Rockets make at home in the 1996 season?	SELECT SUM(stl_home) as total_steals  FROM game  WHERE team_name_home = 'Houston Rockets' AND season_id = '21996';	352.0
What is the highest plus-minus score for the Phoenix Suns at home?	SELECT MAX(plus_minus_home) as max_plus_minus  FROM game  WHERE team_name_home = 'Phoenix Suns';	55.0
How many games did the Cleveland Cavaliers play at home in 1996?	SELECT COUNT(*) as home_games  FROM game  WHERE team_name_home = 'Cleveland Cavaliers' AND season_id = '21996';	41.0
How many blocks did the Portland Trail Blazers make at home in 1996?	SELECT SUM(blk_home) as total_blocks  FROM game  WHERE team_name_home = 'Portland Trail Blazers' AND season_id = '21996';	188.0
What is the total number of rebounds by the Milwaukee Bucks at home?	SELECT SUM(reb_home) as total_rebounds  FROM game  WHERE team_name_home = 'Milwaukee Bucks';	76050.0
What is the lowest points scored by the Detroit Pistons at home?	SELECT MIN(pts_home) as min_points  FROM game  WHERE team_name_home = 'Detroit Pistons';	64.0
How many games did the Atlanta Hawks win away in 1996?	SELECT COUNT(*) as away_wins  FROM game  WHERE team_name_away = 'Atlanta Hawks' AND wl_away = 'W' AND season_id = '21996';	20.0
What is the total points scored by the Sacramento Kings away?	SELECT SUM(pts_away) as total_points  FROM game  WHERE team_name_away = 'Sacramento Kings';	159071.0
How many turnovers did the Utah Jazz have at home in 1996?	SELECT SUM(tov_home) as total_turnovers  FROM game  WHERE team_name_home = 'Utah Jazz' AND season_id = '21996';	633.0
What is the highest points scored by the Golden State Warriors away?	SELECT MAX(pts_away) as max_points  FROM game  WHERE team_name_away = 'Golden State Warriors';	162.0
How many games did the Philadelphia 76ers lose at home in 1996?	SELECT COUNT(*) as home_losses  FROM game  WHERE team_name_home = 'Philadelphia 76ers' AND wl_home = 'L' AND season_id = '21996';	30.0
What is the total free throws made by the Indiana Pacers at home?	SELECT SUM(ftm_home) as total_ftm  FROM game  WHERE team_name_home = 'Indiana Pacers';	39545.0
How many assists did the Charlotte Hornets have away in 1996?	SELECT SUM(ast_away) as total_assists  FROM game  WHERE team_name_away = 'Charlotte Hornets' AND season_id = '21996';	880.0
What is the average points scored by the Washington Wizards at home?	SELECT AVG(pts_home) as avg_points  FROM game  WHERE team_name_home = 'Washington Wizards';	102.91
How many games did the San Antonio Spurs win at home in 1996?	SELECT COUNT(*) as home_wins  FROM game  WHERE team_name_home = 'San Antonio Spurs' AND wl_home = 'W' AND season_id = '21996';	12.0
What is the total points in the paint by the Los Angeles Clippers at home?	SELECT SUM(pts_paint_home) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_home = 'LAC';	40334.0
How many lead changes occurred in games where the Denver Nuggets played at home?	SELECT SUM(lead_changes) as total_lead_changes  FROM other_stats  WHERE team_abbreviation_home = 'DEN';	6168.0
What is the largest lead the Minnesota Timberwolves had at home?	SELECT MAX(largest_lead_home) as max_lead  FROM other_stats  WHERE team_abbreviation_home = 'MIN';	48.0
How many fast break points did the Orlando Magic score away?	SELECT SUM(pts_fb_away) as total_fb_points  FROM other_stats  WHERE team_abbreviation_away = 'ORL';	11743.0
What is the total second chance points by the Toronto Raptors at home?	SELECT SUM(pts_2nd_chance_home) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_home = 'TOR';	12057.0
What's the average number of three-pointers made by the Golden State Warriors in home games during the 2016 season?	SELECT AVG(fg3m_home)  FROM game  WHERE team_name_home = 'Golden State Warriors'  AND season_id = '22016';	12.76
How many total team rebounds did the Los Angeles Clippers have in away games where they scored over 15 fast break points?	SELECT SUM(os.team_rebounds_away)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_abbreviation_away = 'LAC'  AND os.pts_fb_away > 15;	2279.0
How many steals did the Dallas Mavericks have at home in 1996?	SELECT SUM(stl_home) as total_steals  FROM game  WHERE team_name_home = 'Dallas Mavericks' AND season_id = '21996';	322.0
What is the total rebounds by the Brooklyn Nets away?	SELECT SUM(reb_away) as total_rebounds  FROM game  WHERE team_name_away = 'Brooklyn Nets';	19103.0
How many blocks did the New Orleans Pelicans make at home?	SELECT SUM(blk_home) as total_blocks  FROM game  WHERE team_name_home = 'New Orleans Pelicans';	2368.0
What is the lowest plus-minus score for the Los Angeles Lakers at home?	SELECT MIN(plus_minus_home) as min_plus_minus  FROM game  WHERE team_name_home = 'Los Angeles Lakers';	-48.0
How many games did the Golden State Warriors lose away in 1996?	SELECT COUNT(*) as away_losses  FROM game  WHERE team_name_away = 'Golden State Warriors' AND wl_away = 'L' AND season_id = '21996';	29.0
What is the total points scored by the Cleveland Cavaliers at home?	SELECT SUM(pts_home) as total_points  FROM game  WHERE team_name_home = 'Cleveland Cavaliers';	220683.0
How many assists did the Phoenix Suns have at home in 1996?	SELECT SUM(ast_home) as total_assists  FROM game  WHERE team_name_home = 'Phoenix Suns' AND season_id = '21996';	1096.0
What is the average free throw percentage for the Miami Heat away?	SELECT AVG(ft_pct_away) as avg_ft_pct  FROM game  WHERE team_name_away = 'Miami Heat';	0.74
How many games did the Chicago Bulls win at home in 1996?	SELECT COUNT(*) as home_wins  FROM game  WHERE team_name_home = 'Chicago Bulls' AND wl_home = 'W' AND season_id = '21996';	39.0
What is the total points off turnovers by the Atlanta Hawks at home?	SELECT SUM(pts_off_to_home) as total_pts_off_to  FROM other_stats  WHERE team_abbreviation_home = 'ATL';	13503.0
How many times were games tied when the Boston Celtics played at home?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_home = 'BOS';	5156.0
What is the highest fast break points by the Houston Rockets at home?	SELECT MAX(pts_fb_home) as max_fb_points  FROM other_stats  WHERE team_abbreviation_home = 'HOU';	37.0
How many team turnovers did the New York Knicks have at home?	SELECT SUM(team_turnovers_home) as total_team_turnovers  FROM other_stats  WHERE team_abbreviation_home = 'NYK';	550.0
What is the total points in the paint by the Philadelphia 76ers away?	SELECT SUM(pts_paint_away) as total_pts_paint  FROM other_stats  WHERE team_abbreviation_away = 'PHI';	41004.0
How many games did the Los Angeles Clippers play at home in 1996?	SELECT COUNT(*) as home_games  FROM game  WHERE team_name_home = 'Los Angeles Clippers' AND season_id = '21996';	41.0
What is the lowest points scored by the San Antonio Spurs at home?	SELECT MIN(pts_home) as min_points  FROM game  WHERE team_name_home = 'San Antonio Spurs';	64.0
How many steals did the Milwaukee Bucks make away in 1996?	SELECT SUM(stl_away) as total_steals  FROM game  WHERE team_name_away = 'Milwaukee Bucks' AND season_id = '21996';	295.0
What is the highest plus-minus score for the Indiana Pacers at home?	SELECT MAX(plus_minus_home) as max_plus_minus  FROM game  WHERE team_name_home = 'Indiana Pacers';	65.0
How many games did the Charlotte Hornets lose at home in 1996?	SELECT COUNT(*) as home_losses  FROM game  WHERE team_name_home = 'Charlotte Hornets' AND wl_home = 'L' AND season_id = '21996';	11.0
What is the average points scored by the Toronto Raptors away?	SELECT AVG(pts_away) as avg_points  FROM game  WHERE team_name_away = 'Toronto Raptors';	99.61
How many games did the Sacramento Kings win away in 1996?	SELECT COUNT(*) as away_wins  FROM game WHERE team_name_away = 'Sacramento Kings' AND wl_away = 'W' AND season_id = '21996';	12.0
What is the largest lead the Phoenix Suns had at home?	SELECT MAX(largest_lead_home) as max_lead  FROM other_stats  WHERE team_abbreviation_home = 'PHX';	52.0
How many fast break points did the Atlanta Hawks score at home?	SELECT SUM(pts_fb_home) as total_fb_points  FROM other_stats  WHERE team_abbreviation_home = 'ATL';	12063.0
What is the total second chance points by the Boston Celtics away?	SELECT SUM(pts_2nd_chance_away) as total_2nd_chance  FROM other_stats  WHERE team_abbreviation_away = 'BOS';	11426.0
How many games did the Chicago Bulls play away in 1996?	SELECT COUNT(*) as away_games  FROM game  WHERE team_name_away = 'Chicago Bulls' AND season_id = '21996';	41.0
What is the highest points scored by the Los Angeles Lakers away?	SELECT MAX(pts_away) as max_points  FROM game  WHERE team_name_away = 'Los Angeles Lakers';	153.0
What is the lowest plus-minus score for the New York Knicks at home?	SELECT MIN(plus_minus_home) as min_plus_minus  FROM game  WHERE team_name_home = 'New York Knicks';	-50.0
How many games did the Portland Trail Blazers win away in 1996?	SELECT COUNT(*) as away_wins  FROM game  WHERE team_name_away = 'Portland Trail Blazers' AND wl_away = 'W' AND season_id = '21996';	20.0
