natural_query	sql_query	result	from_to_where	after_froM	after_from
What is the average number of tov in away games by the Miami Heat?	SELECT AVG(tov_away) FROM game WHERE team_name_away = 'Miami Heat';	15.235255570117957	game	game	game
What is the highest combined fg_pct in any game involving the Miami Heat?	SELECT MAX(fg_pct_home + fg_pct_away) FROM game WHERE team_name_home = 'Miami Heat' OR team_name_away = 'Miami Heat';	1.1949999999999998	game	game	game
What is the average number of pts in home games by the Chicago Bulls?	SELECT AVG(pts_home) FROM game WHERE team_name_home = 'Chicago Bulls';	103.32684824902724	game	game	game
What is the average number of ft_pct in home games by the Charlotte Hornets?	SELECT AVG(ft_pct_home) FROM game WHERE team_name_home = 'Charlotte Hornets';	0.7601475237091683	game	game	game
What is the average number of tov in home games by the Boston Celtics?	SELECT AVG(tov_home) FROM game WHERE team_name_home = 'Boston Celtics';	14.788121073672189	game	game	game
How many home games did the Golden State Warriors play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Golden State Warriors' AND season_id = '22018';	41.0	game	game	game
In which season did the Chicago Bulls have the highest average ast at home?	SELECT season_id, AVG(ast_home) as avg_stat FROM game WHERE team_name_home = 'Chicago Bulls' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2021.0	game	game	game
What is the highest combined fg_pct in any game involving the Charlotte Hornets?	SELECT MAX(fg_pct_home + fg_pct_away) FROM game WHERE team_name_home = 'Charlotte Hornets' OR team_name_away = 'Charlotte Hornets';	1.233	game	game	game
How many away games did the Chicago Bulls play in the 2011 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Chicago Bulls' AND season_id = '22011';	33.0	game	game	game
How many away games did the Golden State Warriors play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Golden State Warriors' AND season_id = '22020';	36.0	game	game	game
What is the highest combined fg_pct in any game involving the Detroit Pistons?	SELECT MAX(fg_pct_home + fg_pct_away) FROM game WHERE team_name_home = 'Detroit Pistons' OR team_name_away = 'Detroit Pistons';	1.217	game	game	game
How many away games did the Miami Heat play in the 2021 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Miami Heat' AND season_id = '22021';	41.0	game	game	game
How many away games did the Detroit Pistons play in the 2021 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Detroit Pistons' AND season_id = '22021';	41.0	game	game	game
What is the average number of reb in away games by the Detroit Pistons?	SELECT AVG(reb_away) FROM game WHERE team_name_away = 'Detroit Pistons';	42.10948081264108	game	game	game
What is the average number of reb in away games by the Milwaukee Bucks?	SELECT AVG(reb_away) FROM game WHERE team_name_away = 'Milwaukee Bucks';	41.71580122836404	game	game	game
What is the average number of tov in home games by the Milwaukee Bucks?	SELECT AVG(tov_home) FROM game WHERE team_name_home = 'Milwaukee Bucks';	14.664838513101769	game	game	game
What is the average number of ast in away games by the Milwaukee Bucks?	SELECT AVG(ast_away) FROM game WHERE team_name_away = 'Milwaukee Bucks';	22.16927374301676	game	game	game
How many away games did the Chicago Bulls play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Chicago Bulls' AND season_id = '22019';	31.0	game	game	game
How many away games did the Chicago Bulls play in the 2014 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Chicago Bulls' AND season_id = '22014';	41.0	game	game	game
How many away games did the Los Angeles Lakers play in the 2007 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Los Angeles Lakers' AND season_id = '22007';	41.0	game	game	game
How many away games did the Los Angeles Lakers play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Los Angeles Lakers' AND season_id = '22019';	36.0	game	game	game
How many away games did the Los Angeles Lakers play in the 2009 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Los Angeles Lakers' AND season_id = '22009';	41.0	game	game	game
In which season did the Detroit Pistons have the highest average ft_pct at home?	SELECT season_id, AVG(ft_pct_home) as avg_stat FROM game WHERE team_name_home = 'Detroit Pistons' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2021.0	game	game	game
What is the highest combined pts in any game involving the Milwaukee Bucks?	SELECT MAX(pts_home + pts_away) FROM game WHERE team_name_home = 'Cleveland Cavaliers' OR team_name_away = 'Cleveland Cavaliers';	307.0	game	game	game
How many home games did the Los Angeles Lakers play in the 2022 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Los Angeles Lakers' AND season_id = '22022';	41.0	game	game	game
What is the highest combined pts in any game involving the Milwaukee Bucks?	SELECT MAX(pts_home + pts_away) FROM game WHERE team_name_home = 'Milwaukee Bucks' OR team_name_away = 'Milwaukee Bucks';	337.0	game	game	game
How many away games did the Chicago Bulls play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Chicago Bulls' AND season_id = '22020';	36.0	game	game	game
In which season did the Golden State Warriors have the highest average fg_pct at home?	SELECT season_id, AVG(fg_pct_home) as avg_stat FROM game WHERE team_name_home = 'Golden State Warriors' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	1981.0	game	game	game
How many away games did the Chicago Bulls play in the 2001 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Chicago Bulls' AND season_id = '22001';	41.0	game	game	game
What is the average number of fg_pct in away games by the Miami Heat?	SELECT AVG(fg_pct_away) FROM game WHERE team_name_away = 'Miami Heat';	0.4499279161205765	game	game	game
How many away games did the Chicago Bulls play in the 2002 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Chicago Bulls' AND season_id = '22002';	41.0	game	game	game
What is the highest combined reb in any game involving the Los Angeles Clippers?	SELECT MAX(reb_home + reb_away) FROM game WHERE team_name_home = 'Los Angeles Clippers' OR team_name_away = 'Los Angeles Clippers';	134.0	game	game	game
How many home games did the Los Angeles Lakers play in the 2005 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Los Angeles Lakers' AND season_id = '22005';	41.0	game	game	game
How many home games did the Los Angeles Lakers play in the 2003 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Los Angeles Lakers' AND season_id = '22003';	41.0	game	game	game
In which season did the Golden State Warriors have the highest average ast at home?	SELECT season_id, AVG(ast_home) as avg_stat FROM game WHERE team_name_home = 'Golden State Warriors' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2016.0	game	game	game
What is the average number of reb in away games by the Boston Celtics?	SELECT AVG(reb_away) FROM game WHERE team_name_away = 'Boston Celtics';	42.40882509303562	game	game	game
In which season did the Los Angeles Clippers have the highest average ast at home?	SELECT season_id, AVG(ast_home) as avg_stat FROM game WHERE team_name_home = 'Los Angeles Clippers' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	21988.0	game	game	game
What is the highest combined ast in any game involving the Houston Rockets?	SELECT MAX(ast_home + ast_away) FROM game WHERE team_name_home = 'Houston Rockets' OR team_name_away = 'Houston Rockets';	81.0	game	game	game
What is the highest combined ast in any game involving the Chicago Bulls?	SELECT MAX(ast_home + ast_away) FROM game WHERE team_name_home = 'Chicago Bulls' OR team_name_away = 'Chicago Bulls';	75.0	game	game	game
In which season did the Portland San Antonio Spurs have the highest average ast at home?	SELECT season_id, AVG(ast_home) as avg_stat FROM game WHERE team_name_home = 'San Antonio Spurs' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	41982.0	game	game	game
What is the average number of ft_pct in away games by the Los Angeles Clippers?	SELECT AVG(ft_pct_away) FROM game WHERE team_name_away = 'Los Angeles Clippers';	0.7375894405043332	game	game	game
How many away games did the Golden State Warriors play in the 2009 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Golden State Warriors' AND season_id = '22009';	41.0	game	game	game
How many away games did the Boston Celtics play in the 2009 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Boston Celtics' AND season_id = '22009';	41.0	game	game	game
How many away games did the Boston Celtics play in the 2022 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Boston Celtics' AND season_id = '22022';	41.0	game	game	game
What is the highest combined tov in any game involving the Golden State Warriors?	SELECT MAX(tov_home + tov_away) FROM game WHERE team_name_home = 'Golden State Warriors' OR team_name_away = 'Golden State Warriors';	60.0	game	game	game
What is the highest combined ft_pct in any game involving the Los Angeles Lakers?	SELECT MAX(ft_pct_home + ft_pct_away) FROM game WHERE team_name_home = 'Los Angeles Lakers' OR team_name_away = 'Los Angeles Lakers';	1.957	game	game	game
What is the highest combined fg_pct in any game involving the Golden State Warriors?	SELECT MAX(fg_pct_home + fg_pct_away) FROM game WHERE team_name_home = 'Golden State Warriors' OR team_name_away = 'Golden State Warriors';	1.196	game	game	game
What is the average number of pts in home games by the Boston Celtics?	SELECT AVG(pts_home) FROM game WHERE team_name_home = 'Boston Celtics';	106.27848911651728	game	game	game
What is the highest combined fg_pct in any game involving the Los Angeles Clippers?	SELECT MAX(fg_pct_home + fg_pct_away) FROM game WHERE team_name_home = 'Los Angeles Clippers' OR team_name_away = 'Los Angeles Clippers';	1.257	game	game	game
How many away games did the Miami Heat play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Miami Heat' AND season_id = '22019';	37.0	game	game	game
How many home games did the Orlando Magic play in the 2013 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Orlando Magic' AND season_id = '22013';	41.0	game	game	game
How many home games did the Milwaukee Bucks play in the 2011 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Milwaukee Bucks' AND season_id = '22011';	33.0	game	game	game
How many away games did the Boston Celtics play in the 2002 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Boston Celtics' AND season_id = '22002';	41.0	game	game	game
How many home games did the Golden State Warriors play in the 2001 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Golden State Warriors' AND season_id = '22001';	41.0	game	game	game
How many home games did the Golden State Warriors play in the 2013 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Golden State Warriors' AND season_id = '22013';	41.0	game	game	game
What is the highest combined ft_pct in any game involving the New York Knicks?	SELECT MAX(ft_pct_home + ft_pct_away) FROM game WHERE team_name_home = 'New York Knicks' OR team_name_away = 'New York Knicks';	9.167	game	game	game
What is the average number of pts in home games by the Milwaukee Bucks?	SELECT AVG(pts_home) FROM game WHERE team_name_home = 'Milwaukee Bucks';	106.24456280514868	game	game	game
How many home games did the Miami Heat play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Miami Heat' AND season_id = '22019';	36.0	game	game	game
What is the average number of pts in away games by the New York Knicks?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'New York Knicks';	99.22237288135594	game	game	game
What is the average number of pts in away games by the Chicago Bulls?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'Chicago Bulls';	100.94640522875817	game	game	game
What is the average number of fg_pct in away games by the New York Knicks?	SELECT AVG(fg_pct_away) FROM game WHERE team_name_away = 'New York Knicks';	0.4504453081621318	game	game	game
In which season did the Boston Celtics have the highest average tov at home?	SELECT season_id, AVG(tov_home) as avg_stat FROM game WHERE team_name_home = 'Boston Celtics' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2005.0	game	game	game
In which season did the Orlando Magic have the highest average tov at home?	SELECT season_id, AVG(tov_home) as avg_stat FROM game WHERE team_name_home = 'Orlando Magic' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2011.0	game	game	game
What is the average number of ft_pct in away games by the San Antonio Spurs?	SELECT AVG(ft_pct_away) FROM game WHERE team_name_away = 'San Antonio Spurs';	0.7538615611192923	game	game	game
In which season did the Boston Celtics have the highest average fg_pct at home?	SELECT season_id, AVG(fg_pct_home) as avg_stat FROM game WHERE team_name_home = 'Boston Celtics' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	41989.0	game	game	game
How many home games did the Chicago Bulls play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Chicago Bulls' AND season_id = '22020';	36.0	game	game	game
What is the average number of tov in home games by the Chicago Bulls?	SELECT AVG(tov_home) FROM game WHERE team_name_home = 'Chicago Bulls';	14.512123004139562	game	game	game
How many away games did the Los Angeles Lakers play in the 2021 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Los Angeles Lakers' AND season_id = '22021';	41.0	game	game	game
In which season did the Milwaukee Bucks have the highest average pts at home?	SELECT season_id, AVG(pts_home) as avg_stat FROM game WHERE team_name_home = 'Milwaukee Bucks' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	42022.0	game	game	game
What is the average number of ft_pct in away games by the Chicago Bulls?	SELECT AVG(ft_pct_away) FROM game WHERE team_name_away = 'Chicago Bulls';	0.7549616557734183	game	game	game
